amount,transaction_hour,distance_from_home_km,distance_from_last_transaction_km,online_transaction,international_transaction,merchant_risk_score,card_present,transaction_velocity,account_age_days,fraud
10.03,1,10.95,6.81,1,0,0.198,1,1,847,0
11.42,8,39.2,17.24,0,0,0.418,0,1,1202,0
5.32,17,25.03,8.02,0,0,0.505,0,2,1577,0
68.71,22,25.54,3.31,1,0,0.447,1,2,30,0
202.13,19,68.99,8.44,1,0,0.154,1,0,30,0
137.73,21,0.22,10.72,1,0,0.573,0,3,146,0
6.51,22,7.69,21.08,1,0,0.478,1,3,685,0
68.36,21,12.81,12.72,1,0,0.071,0,0,1136,0
137.29,13,8.2,1.2,1,1,0.246,1,3,1626,0
20.97,8,32.45,17.43,0,0,0.549,1,1,294,1
36.65,12,14.15,7.08,1,0,0.255,1,3,1613,0
4.45,19,5.78,1.79,1,0,0.172,1,0,677,0
43.24,10,21.16,17.3,1,1,0.143,1,2,1263,0
11.43,19,24.01,19.62,0,0,0.121,0,1,777,0
40.43,16,6.3,11.26,1,0,0.56,1,3,230,0
6.95,5,14.75,13.28,1,0,0.536,1,1,1464,0
56.99,22,24.44,10.93,1,1,0.392,0,5,459,1
92.25,20,40.8,16.83,1,0,0.255,1,1,179,0
15.13,14,9.04,8.23,0,0,0.263,1,5,1474,0
10.62,4,26.54,0.38,0,0,0.413,1,3,1192,1
3.83,5,10.35,3.37,0,1,0.095,1,0,1569,0
25.37,20,18.17,4.2,1,0,0.4,1,3,1672,0
18.51,0,6.89,7.13,1,0,0.501,0,2,1182,1
7.02,11,25.93,7.92,1,0,0.481,1,1,296,0
52.09,14,35.97,30.47,0,0,0.389,1,1,175,0
21.12,5,15.3,9.77,0,0,0.268,1,2,439,0
11.29,20,13.71,13.28,0,1,0.291,1,0,1735,0
19.02,12,12.62,8.54,0,0,0.256,0,3,1090,0
96.67,1,5.11,10.95,0,0,0.357,1,0,737,0
60.52,7,29.88,13.15,1,0,0.187,1,0,1330,0
29.08,9,40.06,22.95,0,0,0.322,1,1,1235,0
61.5,5,8.57,22.53,1,0,0.352,0,3,928,0
10.37,22,20.18,1.71,1,0,0.174,1,1,1290,0
34.2,8,25.4,4.38,0,0,0.194,1,2,315,0
38.37,12,10.19,7.08,1,1,0.165,1,2,2139,0
20.7,12,47.17,21.13,1,0,0.228,1,4,30,0
51.19,5,20.48,12.1,1,0,0.399,0,2,426,1
15.17,13,3.91,7.88,0,0,0.297,0,0,539,0
55.14,8,37.37,2.4,1,0,0.196,0,0,665,0
57.5,0,15.82,18.03,1,0,0.243,1,1,772,0
1.79,9,11.83,23.79,1,0,0.075,1,1,1422,0
108.89,14,28.22,3.57,1,0,0.626,1,2,1089,0
1.57,2,10.51,1.14,1,0,0.236,0,1,721,0
17.88,18,45.1,9.05,0,1,0.387,1,3,1440,0
92.33,15,38.31,9.26,1,0,0.21,1,2,642,0
24.11,7,49.5,29.25,1,0,0.337,1,4,865,0
7.64,14,66.38,5.26,0,0,0.35,1,1,510,0
11.09,7,25.1,4.34,1,0,0.304,0,2,104,1
92.47,15,17.05,4.15,0,0,0.177,0,2,753,0
4.85,3,10.13,2.63,1,0,0.786,1,1,1017,0
102.41,14,26.98,8.07,1,0,0.245,0,6,1850,0
31.34,1,65.13,18.94,0,0,0.046,1,2,713,0
10.05,0,5.15,19.61,0,0,0.301,0,1,828,0
18.48,6,21.85,2.79,0,0,0.754,1,0,542,1
11.97,4,3.84,21.85,0,0,0.214,0,0,31,0
78.75,11,3.66,9.91,1,0,0.142,1,1,498,0
68.88,3,41.01,17.2,1,0,0.174,0,1,561,0
5.93,5,36.4,5.62,0,0,0.237,1,2,1387,0
22.12,2,9.65,9.71,0,0,0.418,0,2,762,0
13.97,21,6.17,7.81,1,0,0.069,1,4,802,0
120.72,17,50.86,10.54,1,0,0.327,0,1,1467,0
8.58,5,6.65,7.58,1,0,0.407,1,1,1264,0
164.72,2,4.69,11.5,0,0,0.205,1,2,1212,0
32.03,20,6.87,0.33,0,0,0.254,1,5,1494,0
10.36,16,23.64,5.38,1,0,0.561,0,1,285,1
16.82,21,72.76,8.46,1,0,0.443,1,3,30,0
14.86,4,10.28,15.56,0,0,0.207,1,3,933,0
9.26,8,40.64,0.34,1,0,0.375,1,1,636,0
36.41,2,18.9,22.89,0,0,0.39,0,2,1468,0
9.7,10,1.83,9.77,0,0,0.485,0,2,826,0
3.74,3,10.57,21.41,0,1,0.279,1,5,1952,1
22.65,0,36.69,12.96,1,0,0.322,0,6,1577,1
5.46,12,35.27,27.57,0,0,0.496,1,3,1289,0
15.61,23,9.21,13.68,0,0,0.276,0,0,1491,0
13.34,15,29.77,1.26,1,0,0.212,0,0,400,0
13.86,18,15.54,16.19,1,0,0.115,1,0,476,0
244.93,19,22.94,10.67,1,0,0.419,0,3,313,1
35.04,23,42.28,5.01,1,0,0.215,0,1,736,1
42.32,3,9.57,11.09,1,0,0.413,0,2,74,0
5.6,6,12.32,13.96,1,0,0.507,1,1,272,0
17.22,14,42.84,11.64,0,1,0.234,0,1,612,0
41.07,19,67.58,1.76,0,0,0.135,1,2,30,0
11.89,18,33.44,29.66,0,0,0.253,1,2,784,0
82.11,17,21.85,18.2,0,0,0.629,0,3,84,0
9.95,7,33.21,9.2,1,0,0.24,1,1,622,0
24.87,8,10.52,7.06,1,0,0.263,0,1,30,1
18.43,1,18.03,28.2,1,0,0.486,1,2,1482,0
39.03,7,3.61,11.54,1,1,0.039,1,1,1454,0
17.45,3,10.74,1.91,0,1,0.127,0,4,389,0
25.26,22,24.06,28.29,0,0,0.275,0,2,843,0
26.15,2,20.19,6.02,1,0,0.214,1,0,1668,0
15.89,8,1.1,1.89,1,0,0.281,1,1,1689,0
53.79,21,14.02,11.75,1,0,0.12,1,2,701,0
42.03,22,19.86,4.69,0,0,0.255,0,2,427,0
30.31,9,20.48,8.34,1,0,0.418,1,1,1887,0
21.53,11,4.58,13.43,1,0,0.05,0,2,300,0
73.45,12,30.19,0.04,1,0,0.229,1,4,1278,0
26.16,19,61.09,10.48,1,0,0.092,0,0,714,0
24.37,18,32.93,23.69,0,0,0.125,1,3,697,0
36.77,12,18.04,2.15,0,0,0.285,0,1,547,0
180.65,8,51.72,18.72,0,0,0.534,1,4,1075,0
8.67,8,10.55,10.03,0,0,0.189,1,3,899,0
71.51,15,27.32,14.84,1,0,0.549,1,0,197,0
4.99,20,16.5,6.1,0,1,0.176,1,1,879,0
41.15,1,52.12,11.45,1,0,0.354,0,3,532,1
159.99,18,7.16,28.54,1,0,0.271,0,5,834,0
53.98,11,7.14,15.03,0,0,0.079,0,1,1148,0
39.28,3,43.55,2.49,0,0,0.365,1,4,648,0
18.91,2,25.84,22.14,1,0,0.643,1,2,746,1
34.16,8,46.09,8.71,0,0,0.085,1,2,543,0
25.74,5,7.86,0.44,0,0,0.194,1,1,1103,0
15.09,2,9.33,3.82,1,0,0.244,1,1,849,0
24.78,7,22.5,2.91,0,0,0.099,1,2,1099,0
40.38,20,3.8,8.32,1,0,0.142,1,0,941,0
15.38,17,21.28,22.65,1,0,0.346,0,4,1825,0
14.79,5,12.15,18.02,1,0,0.314,0,3,1104,0
8.5,16,16.42,4.89,0,0,0.361,0,0,944,0
48.95,10,30.06,13.82,0,0,0.216,1,2,985,0
57.13,17,31.22,5.64,1,0,0.542,0,4,1751,0
41.75,5,58.98,6.99,1,0,0.257,1,0,1549,0
86.94,1,38.9,12.31,1,0,0.444,1,1,1588,1
36.16,7,1.91,2.13,1,0,0.302,1,2,895,0
49.01,23,7.76,7.61,1,0,0.319,1,5,1271,0
44.87,13,8.43,7.72,0,0,0.553,0,3,849,0
30.22,1,36.05,4.27,1,0,0.184,1,3,1239,0
19.48,23,53.18,13.64,0,0,0.364,1,4,878,0
303.13,19,5.29,13.74,0,1,0.184,1,1,838,0
21.07,13,36.73,3.24,1,1,0.165,1,1,722,0
17.02,17,18.07,2.03,0,1,0.463,1,1,1022,0
51.11,4,16.02,8.8,0,0,0.185,0,3,1367,0
42.6,14,10.39,3.67,1,0,0.199,0,2,1379,1
8.13,21,14.19,6.2,1,0,0.134,1,3,603,0
101.77,10,21.37,0.02,0,0,0.387,0,2,875,0
30.14,0,11.54,7.64,0,0,0.325,1,1,375,0
10.9,18,24.87,6.5,0,0,0.197,1,2,693,0
108.72,17,16.08,2.25,1,0,0.227,0,3,578,0
61.91,17,14.62,17.18,0,0,0.054,1,3,260,0
9.35,15,28.53,6.34,1,1,0.167,1,3,761,0
195.82,3,23.0,9.82,1,0,0.102,1,0,1762,0
63.99,2,1.19,16.44,1,0,0.318,1,2,876,0
32.78,19,25.69,14.39,0,0,0.292,0,1,1380,0
162.43,20,22.0,1.51,1,0,0.679,0,0,915,1
38.83,1,40.7,10.25,1,0,0.257,1,3,749,0
32.2,13,22.7,4.19,0,0,0.091,1,2,1515,0
17.11,12,13.51,21.23,1,0,0.411,0,1,1704,0
59.26,8,10.03,33.36,1,1,0.445,1,2,337,0
53.34,15,3.04,23.5,1,0,0.191,1,2,1540,0
33.61,21,17.86,16.87,0,0,0.424,1,2,1025,0
15.03,19,8.52,8.4,1,0,0.226,1,3,315,0
37.71,3,45.15,18.07,0,0,0.187,0,0,729,0
30.88,11,18.5,0.88,0,0,0.146,0,0,869,0
8.73,22,6.34,4.73,0,0,0.261,1,1,1264,0
7.6,5,2.1,13.87,1,0,0.286,1,1,1138,0
58.27,20,3.26,7.47,0,0,0.339,1,3,739,0
2.45,11,24.08,2.7,0,1,0.46,0,6,1267,0
40.67,12,48.86,13.57,0,0,0.448,0,1,615,0
20.53,6,28.03,27.11,0,0,0.795,0,4,707,0
122.52,22,16.38,25.3,0,0,0.303,1,2,1864,0
20.22,12,68.5,4.81,1,0,0.037,0,0,117,0
64.04,13,32.71,30.83,1,0,0.506,0,3,1321,0
22.27,11,22.86,5.78,1,0,0.11,1,2,363,0
37.1,2,13.19,10.47,1,0,0.184,0,3,1108,1
69.19,18,50.65,20.4,0,1,0.176,0,1,962,0
20.85,7,14.32,9.92,1,0,0.211,0,1,595,0
89.71,5,8.49,3.55,1,0,0.403,1,3,876,1
12.26,18,16.96,6.54,1,0,0.016,1,1,437,0
44.46,4,19.86,20.39,0,0,0.248,1,3,1175,0
83.32,16,34.82,5.74,1,0,0.509,1,1,1276,0
64.07,11,8.3,8.44,0,0,0.384,0,0,1526,0
225.08,19,9.84,8.87,0,0,0.206,1,3,1753,0
15.43,1,10.34,16.08,1,0,0.668,1,2,758,0
8.34,18,16.23,19.38,1,0,0.44,0,2,610,0
12.25,5,6.48,11.76,1,0,0.091,0,3,631,1
64.1,20,44.77,6.32,1,1,0.262,1,1,1572,0
54.48,8,3.3,10.98,1,0,0.233,1,2,687,0
36.68,0,51.69,6.05,1,0,0.024,1,1,1171,0
10.77,11,32.31,32.82,1,0,0.19,1,0,270,0
71.3,1,7.81,8.45,1,1,0.111,1,1,877,0
9.73,6,15.14,23.02,0,0,0.234,1,3,1060,0
105.53,17,9.08,23.14,0,0,0.33,0,1,798,0
576.77,13,32.73,11.81,0,0,0.208,0,2,682,0
47.77,17,47.93,13.13,0,0,0.414,1,2,133,0
59.33,21,112.44,13.17,0,0,0.274,1,1,1793,0
20.23,11,26.68,15.43,0,0,0.454,1,2,1034,0
5.42,13,3.41,2.52,1,0,0.31,0,0,1876,0
18.12,1,7.22,44.31,1,0,0.144,0,3,1222,1
11.1,6,25.67,10.85,1,0,0.136,0,2,1420,1
7.79,17,15.7,27.0,1,0,0.426,0,3,775,1
185.37,1,31.98,11.03,0,0,0.026,1,1,957,0
43.5,8,23.19,11.61,1,0,0.346,0,3,977,0
48.41,3,7.92,5.06,0,0,0.462,1,4,964,0
24.31,20,13.64,5.87,0,0,0.26,0,2,1802,0
27.86,13,33.13,0.67,1,1,0.05,1,3,836,0
86.88,15,24.23,38.29,1,0,0.25,1,3,975,1
32.06,16,32.24,23.61,1,0,0.288,0,2,631,0
56.3,5,4.89,5.04,0,0,0.66,1,3,1060,0
27.22,1,8.48,10.09,0,0,0.487,0,2,598,1
23.52,9,42.46,15.61,0,0,0.268,0,0,757,0
8.11,4,5.11,2.79,1,0,0.165,0,1,1773,0
4.58,7,30.83,4.53,0,0,0.445,1,1,856,0
25.49,7,4.48,8.87,1,0,0.291,1,1,422,0
35.04,18,19.61,28.47,1,0,0.341,0,1,1648,0
9.15,7,11.95,4.88,0,0,0.025,1,3,863,0
31.99,3,7.81,15.98,0,0,0.276,1,2,1442,0
34.94,23,20.9,36.82,0,0,0.098,0,4,1453,1
3.83,1,40.97,23.84,1,1,0.352,0,2,1126,1
13.26,4,9.63,2.4,1,0,0.717,1,3,1123,0
49.76,8,1.54,6.08,1,0,0.25,1,2,617,0
48.77,1,16.08,8.93,1,0,0.432,1,0,953,0
10.45,21,7.73,4.17,0,0,0.206,0,1,1576,0
38.8,8,33.64,20.87,1,0,0.24,0,1,800,0
92.06,18,11.92,2.09,1,0,0.271,1,1,492,0
72.03,3,9.98,4.99,1,0,0.602,1,3,105,1
30.11,12,13.13,13.01,1,0,0.164,0,2,997,0
20.74,3,40.96,9.58,1,0,0.204,0,1,566,0
17.65,5,25.18,4.1,1,0,0.334,1,0,1617,0
52.87,9,6.64,30.9,1,0,0.157,1,2,1135,0
40.25,20,4.88,3.01,1,0,0.362,1,3,1017,0
62.14,7,51.18,18.52,1,0,0.203,0,0,1004,0
37.78,18,9.75,15.0,1,0,0.297,1,2,897,0
75.1,2,41.85,15.76,1,0,0.685,1,1,1016,0
36.4,6,15.53,1.34,1,1,0.21,0,0,351,1
72.58,14,8.61,9.02,0,0,0.258,1,1,1251,0
79.11,11,9.26,11.98,1,1,0.131,0,2,825,0
14.81,12,16.17,13.57,0,0,0.119,0,3,1063,0
5.43,16,1.44,8.05,0,0,0.496,1,2,373,0
155.01,1,8.88,16.05,0,0,0.371,0,0,290,1
42.81,16,64.62,8.49,0,0,0.114,0,3,591,0
5.96,20,78.17,3.88,0,0,0.603,1,1,898,0
16.22,18,9.79,4.16,1,0,0.288,1,3,1610,0
71.66,6,29.61,14.13,1,1,0.287,1,4,30,0
25.04,8,24.64,4.38,0,0,0.414,1,4,1877,0
19.84,23,5.66,17.1,1,0,0.212,1,5,391,1
134.41,18,30.0,4.35,0,0,0.229,1,0,1211,0
11.62,22,12.86,2.63,1,0,0.176,0,6,1318,0
14.91,21,18.96,38.71,1,1,0.195,1,2,619,0
40.91,10,34.61,26.59,0,0,0.391,0,1,1094,0
48.93,3,13.64,10.58,0,0,0.41,1,4,625,0
54.4,5,13.51,5.85,1,0,0.26,0,1,815,0
82.37,7,27.56,17.36,1,0,0.222,0,1,250,0
40.39,20,42.75,45.16,0,0,0.095,0,1,685,0
54.02,6,26.37,6.57,0,0,0.453,1,2,1508,0
25.55,8,14.09,37.51,1,0,0.27,1,1,1625,0
35.26,20,39.51,5.82,0,1,0.555,0,1,638,0
36.88,3,23.86,1.71,1,0,0.217,1,1,639,0
41.06,15,49.47,10.08,1,0,0.472,0,3,338,0
71.7,13,59.03,1.29,1,1,0.084,1,1,1255,0
57.69,23,26.04,16.63,1,0,0.35,1,4,972,0
34.61,11,46.99,2.4,1,0,0.198,1,2,748,0
14.74,12,48.0,14.68,1,1,0.182,1,7,601,1
35.43,20,16.93,19.77,0,0,0.355,0,2,1178,0
32.2,23,47.99,34.9,1,0,0.408,0,1,816,1
40.17,17,19.69,1.74,0,0,0.364,1,4,1183,0
300.82,16,32.2,4.99,1,0,0.17,0,0,853,0
19.61,21,18.11,6.95,0,0,0.15,0,2,1354,0
50.52,23,3.99,15.41,0,0,0.143,1,1,1216,0
96.4,17,71.14,8.47,0,0,0.195,0,1,552,0
36.53,7,31.24,3.22,1,0,0.107,1,2,779,0
343.04,15,33.35,5.76,1,0,0.237,0,1,33,0
22.69,5,21.27,11.73,1,0,0.431,1,2,1075,1
45.79,12,47.74,6.49,0,0,0.436,1,4,393,1
14.9,10,16.6,31.22,0,0,0.331,1,0,1105,0
23.3,23,9.02,13.47,0,0,0.161,1,0,371,0
42.48,13,11.02,3.22,0,0,0.599,1,2,610,0
77.19,23,18.21,9.26,1,0,0.243,1,2,265,0
45.56,19,11.63,16.19,1,0,0.181,1,3,1540,0
116.64,20,18.45,12.46,1,0,0.3,1,1,1121,0
30.12,4,5.79,6.11,1,0,0.22,1,2,1134,0
23.76,18,39.25,7.98,0,0,0.131,0,0,124,0
494.72,6,27.76,9.03,1,1,0.058,1,0,766,0
49.12,13,65.37,21.59,0,0,0.29,0,0,1179,0
16.13,11,9.28,16.56,1,0,0.439,0,0,1339,0
16.54,6,31.33,1.67,1,0,0.402,0,0,678,0
12.9,23,5.52,30.06,1,1,0.093,1,3,594,0
84.48,21,18.54,37.35,1,0,0.63,0,4,451,0
23.0,13,21.56,6.71,1,0,0.334,1,2,1367,0
37.61,0,3.48,14.71,1,0,0.141,1,3,30,0
31.08,4,43.6,57.83,0,0,0.194,1,2,972,1
68.82,5,35.26,9.74,1,0,0.398,1,4,30,1
14.2,23,27.76,11.68,0,0,0.168,1,4,1326,0
11.3,9,5.93,17.56,0,0,0.078,0,3,493,0
41.44,1,10.17,27.12,1,1,0.176,1,2,1436,0
60.4,14,38.34,1.02,0,0,0.248,1,2,352,0
46.18,22,18.39,9.48,0,0,0.057,1,2,1027,0
14.74,13,15.44,27.05,0,0,0.179,1,4,1144,0
65.2,10,46.95,18.04,1,0,0.311,1,2,697,0
15.74,4,20.93,13.53,1,0,0.019,1,0,50,0
19.66,21,6.49,11.75,1,0,0.155,1,1,487,0
12.88,2,37.99,26.01,1,0,0.347,1,1,490,0
121.65,22,5.63,16.31,1,0,0.126,1,3,1266,0
62.39,5,18.52,35.26,1,0,0.285,1,1,781,0
60.64,3,23.36,8.38,0,0,0.325,0,1,1292,0
115.26,8,32.24,0.46,0,0,0.401,0,2,1696,0
551.5,0,4.31,23.57,1,0,0.133,1,1,30,1
5.99,0,1.09,7.56,1,0,0.369,1,1,1001,0
15.83,4,1.16,10.37,1,0,0.154,1,3,697,0
17.88,16,51.25,12.41,0,0,0.06,0,4,1209,0
14.14,19,3.5,5.96,1,0,0.082,1,1,746,0
11.27,5,60.8,2.29,1,0,0.077,0,0,932,1
24.54,15,41.05,22.38,1,0,0.251,0,2,275,0
9.81,8,7.73,0.04,1,1,0.419,1,0,445,0
46.3,10,1.82,46.36,0,0,0.3,1,2,958,0
34.87,8,19.71,10.61,1,0,0.597,0,3,146,1
53.57,21,11.71,0.48,1,0,0.22,0,5,323,1
55.02,12,47.52,25.1,1,0,0.415,1,3,985,0
60.52,12,23.17,0.98,0,0,0.366,0,5,922,0
22.8,20,18.7,5.73,1,0,0.325,1,2,636,0
276.21,15,15.51,38.21,1,0,0.45,0,3,784,0
41.86,3,32.17,15.25,0,1,0.412,0,3,650,1
5.14,4,17.29,13.39,0,0,0.041,1,1,719,0
12.15,8,69.42,15.0,1,0,0.172,1,2,517,0
5.81,2,3.34,3.88,0,0,0.147,1,0,132,0
33.69,16,14.11,15.7,0,0,0.402,0,1,1339,0
29.32,11,28.76,14.03,0,0,0.258,0,2,1170,0
20.73,1,25.92,8.9,1,0,0.325,0,3,88,0
247.38,9,69.29,30.35,1,0,0.133,0,5,288,0
57.34,19,9.44,19.87,0,0,0.332,1,3,1793,0
68.45,21,0.38,2.8,1,0,0.203,1,4,1153,0
13.05,23,38.74,6.96,1,0,0.081,1,1,1492,0
12.19,22,22.31,5.63,1,0,0.339,1,4,419,0
34.36,14,38.99,4.01,0,0,0.301,1,1,1291,0
39.37,22,24.94,27.55,1,0,0.527,1,1,555,0
5.17,22,0.84,6.93,1,0,0.063,1,1,346,0
27.65,15,26.2,20.17,0,0,0.246,0,0,995,0
33.58,9,9.37,16.02,1,0,0.173,0,3,332,0
26.71,23,14.12,2.71,1,0,0.11,1,2,690,0
14.68,9,16.8,27.55,1,0,0.159,1,2,626,1
19.31,3,5.63,9.75,1,0,0.35,1,1,30,0
27.75,2,9.06,6.94,0,0,0.489,1,3,30,0
36.26,13,33.85,1.85,1,0,0.231,1,1,979,0
60.63,0,33.81,4.29,0,0,0.167,0,2,561,0
97.6,2,2.87,3.28,0,0,0.491,0,3,1272,0
24.67,5,22.5,1.26,0,0,0.413,1,4,978,0
20.99,12,36.67,15.05,1,0,0.192,0,3,824,0
51.3,11,20.69,3.45,1,0,0.145,1,1,1699,0
61.0,12,23.56,11.19,0,0,0.272,0,0,1140,0
21.45,12,3.16,25.37,1,0,0.224,0,1,984,0
73.0,23,46.21,18.31,0,0,0.271,0,3,1188,0
88.2,5,6.2,12.78,0,0,0.124,1,2,1093,0
120.5,11,13.47,0.59,0,0,0.389,0,3,850,0
196.04,14,36.92,1.27,0,0,0.259,0,1,1011,0
13.92,6,58.24,5.34,0,0,0.707,0,2,591,0
33.58,4,14.49,13.68,1,0,0.069,0,2,1272,0
33.49,1,81.55,3.38,0,0,0.411,0,2,741,0
30.02,7,21.29,3.27,1,0,0.385,1,4,1162,0
17.3,6,19.36,24.39,0,0,0.356,1,1,672,0
7.5,4,7.2,7.89,0,0,0.072,1,3,30,0
36.33,6,13.74,1.36,1,0,0.331,1,0,1054,0
15.36,16,22.83,13.98,1,0,0.308,0,3,1946,0
36.09,19,29.05,2.22,0,0,0.318,1,3,449,0
14.97,12,28.01,13.66,1,0,0.149,1,3,819,0
11.03,1,12.46,6.7,0,0,0.22,1,5,1025,0
41.86,17,50.91,10.3,1,0,0.454,1,1,1081,0
38.51,3,19.9,3.16,1,0,0.671,1,0,1310,0
59.1,1,18.84,6.3,0,0,0.263,0,2,684,0
294.67,13,6.69,5.39,1,0,0.061,0,4,602,1
43.7,10,31.37,3.66,0,0,0.136,1,3,386,0
53.79,7,17.94,6.52,1,0,0.033,1,1,1118,0
11.27,23,14.67,0.59,0,0,0.137,1,1,1299,1
9.14,2,4.62,17.38,0,0,0.362,1,3,1060,0
161.23,1,4.85,16.55,0,1,0.261,1,1,964,0
13.15,14,24.79,6.92,1,1,0.536,1,1,811,0
11.66,10,56.36,7.13,1,0,0.061,1,2,1491,0
31.85,19,15.68,6.27,1,0,0.39,0,2,1707,0
30.26,0,15.59,17.34,0,1,0.118,1,0,822,0
13.43,10,31.66,5.1,1,0,0.536,0,2,467,1
24.41,3,45.0,20.81,1,0,0.548,0,2,285,1
113.22,0,11.42,1.93,1,0,0.263,1,5,1298,0
14.79,11,6.8,20.9,1,0,0.384,1,2,332,0
8.22,17,17.54,0.31,0,1,0.354,1,2,657,0
85.0,3,27.71,6.03,1,0,0.602,1,2,564,0
54.18,20,1.17,17.63,1,0,0.107,1,2,1690,0
17.81,12,12.92,19.98,1,0,0.196,0,1,1318,0
6.81,11,16.06,2.05,1,0,0.345,1,2,1598,0
15.73,22,14.27,14.29,1,0,0.101,1,2,722,0
31.35,7,4.12,13.01,0,0,0.382,0,2,1412,0
106.24,4,12.97,14.99,0,0,0.063,1,2,1311,0
11.74,18,16.28,53.15,0,0,0.136,0,2,1098,0
30.43,2,7.99,57.44,1,0,0.469,0,1,584,0
65.05,20,22.97,25.19,1,0,0.441,0,4,904,0
3.06,19,35.27,3.47,1,0,0.609,1,2,1129,0
93.11,23,36.23,5.67,0,0,0.185,1,2,812,0
10.15,11,9.99,10.67,0,0,0.448,1,5,587,0
46.15,14,27.3,6.07,0,0,0.421,0,0,1777,0
42.38,21,25.54,3.5,0,0,0.572,0,2,1118,0
97.96,3,65.35,20.26,1,0,0.388,0,1,865,1
57.45,7,27.4,1.98,0,0,0.161,0,3,1280,0
3.07,11,28.69,0.37,1,0,0.211,1,5,1456,0
15.11,15,40.65,16.64,1,0,0.207,0,3,429,0
38.02,16,5.38,16.15,0,0,0.275,1,3,30,0
27.25,22,19.48,1.35,0,0,0.19,1,0,1062,0
53.39,11,58.88,1.3,0,0,0.11,1,4,1374,0
72.92,4,59.74,8.53,0,0,0.254,0,3,1502,1
60.85,4,12.97,11.44,0,0,0.261,1,1,1176,0
26.73,19,57.75,6.28,0,0,0.139,0,0,313,0
5.23,11,14.72,4.99,0,0,0.45,1,1,1077,0
21.0,15,23.63,8.05,1,0,0.204,1,3,1216,0
50.22,13,3.37,15.56,1,0,0.189,1,1,751,0
11.13,19,49.25,1.45,1,0,0.285,1,2,1265,0
62.26,5,14.09,9.85,1,0,0.176,1,2,245,0
82.14,4,4.28,3.5,0,0,0.102,1,1,1681,0
37.59,17,16.63,48.18,0,0,0.242,1,3,597,0
1.55,10,0.71,10.42,0,0,0.195,0,3,115,0
9.22,19,30.63,29.06,1,0,0.451,1,3,520,0
218.37,3,42.87,14.84,0,0,0.24,0,3,1263,0
19.17,6,7.02,37.67,0,0,0.517,1,3,1281,0
4.55,23,6.76,8.19,1,0,0.364,0,2,967,0
113.89,20,28.96,9.3,1,0,0.375,1,2,30,1
33.56,1,31.69,7.08,0,1,0.332,0,2,395,0
99.98,19,10.44,4.06,1,0,0.232,1,1,714,0
43.68,1,8.03,1.59,0,0,0.294,1,1,737,0
52.38,2,37.48,11.51,0,0,0.656,1,3,314,0
47.61,21,3.8,19.67,1,0,0.144,1,1,802,0
66.52,3,12.33,7.73,1,0,0.125,1,0,1382,0
322.93,7,7.83,5.3,1,0,0.522,0,2,926,0
87.44,3,28.62,28.27,1,0,0.277,1,2,1623,0
6.82,14,8.46,2.59,0,0,0.165,0,1,864,0
51.76,1,41.2,8.91,1,0,0.335,1,0,1621,0
103.7,6,11.91,16.79,1,0,0.289,1,3,1756,0
110.24,7,24.81,3.4,1,0,0.33,1,0,1087,0
21.62,15,8.62,9.02,0,0,0.147,0,1,968,0
106.16,11,21.24,20.26,1,0,0.106,1,1,1528,0
83.74,4,9.72,3.34,1,1,0.576,1,2,1452,0
433.77,11,6.37,15.17,1,0,0.437,1,1,756,0
15.64,11,31.55,0.99,1,0,0.125,0,3,747,0
19.94,8,8.38,7.59,1,0,0.443,1,1,1123,0
24.38,12,8.53,23.08,1,0,0.218,0,1,280,0
20.28,7,19.77,15.72,0,0,0.66,0,5,1134,1
13.6,8,22.63,24.25,0,0,0.296,1,1,918,0
2.09,18,6.12,7.88,0,0,0.289,0,1,362,0
21.44,6,26.88,3.73,0,0,0.348,1,3,703,0
47.91,7,9.08,8.28,1,0,0.318,1,1,1151,0
20.22,3,4.56,21.06,0,1,0.08,1,0,801,0
229.38,16,13.89,31.2,0,0,0.381,0,3,1049,0
33.56,16,13.7,42.83,0,0,0.143,0,0,1256,0
120.43,16,25.19,5.47,1,0,0.191,0,2,1674,0
43.01,4,67.06,0.77,0,0,0.276,1,3,719,0
75.67,10,19.49,0.44,0,0,0.296,1,4,839,0
43.78,7,27.93,1.92,1,0,0.032,0,0,984,0
130.16,18,3.25,19.36,1,0,0.326,1,0,1852,0
35.02,8,42.62,13.39,1,0,0.462,0,1,1435,0
54.39,9,15.93,14.16,0,0,0.184,0,1,463,0
47.77,10,5.0,8.12,0,0,0.249,1,0,173,0
24.82,18,41.45,5.45,1,0,0.35,0,1,1542,0
49.65,16,16.52,27.95,1,1,0.179,1,2,1002,0
309.32,19,36.62,0.17,1,0,0.044,1,4,1622,0
25.27,10,72.17,2.14,0,1,0.165,1,1,1663,0
50.37,19,3.71,16.29,1,0,0.024,1,4,679,0
116.49,20,8.72,6.08,0,0,0.107,1,1,874,0
103.57,12,31.93,18.74,1,0,0.401,1,1,1283,0
33.51,16,17.48,17.15,1,1,0.184,0,4,504,0
3.05,21,0.85,15.56,1,0,0.151,1,3,964,0
55.52,20,12.57,14.85,1,0,0.52,1,3,813,0
3.6,6,14.44,20.3,0,0,0.201,0,4,680,0
144.02,17,16.54,20.31,1,0,0.261,1,2,1249,0
39.23,10,8.41,9.12,0,0,0.19,1,3,869,0
89.99,3,50.59,6.98,0,0,0.089,0,0,507,0
